national_id;nombre;fecha_nacimiento;id_equipo;posicion;ciudad_id;estatura;peso
34912023;Magee Beard;1997-09-07;20;DELANTERO;49;1.79;88.07
31505024;Nell Jenkins;1985-04-03;20;ARQUERO;55;2.04;92.21
45242424;Briar Lancaster;1985-10-24;20;ARQUERO;15;1.78;93.79
33815953;Kim Barnett;2001-03-28;20;DEFENSOR;66;2.03;92.28
38568618;Breanna Becker;1997-09-25;20;DEFENSOR;58;1.79;94.08
41605203;Raja Gould;2001-05-30;20;DEFENSOR;54;2.04;82.8
33096743;Barry Moss;1994-11-08;20;DEFENSOR;55;1.75;96.42
31607629;Dieter Gutierrez;1994-08-22;20;MEDIOCAMPISTA;5;2.00;77.12
24855641;Orli Bryan;1999-08-29;20;MEDIOCAMPISTA;2;1.76;91.75
40587392;Charissa Schroeder;1989-12-13;20;MEDIOCAMPISTA;22;2.01;94.7
23419299;Adara Morgan;2004-03-22;20;MEDIOCAMPISTA;28;1.76;84.91
24821136;Vance Conley;1987-01-10;20;MEDIOCAMPISTA;41;2.01;92.93
24654706;Harriet Lynn;1985-10-15;20;DELANTERO;21;1.77;86.93
35635798;Elliott Tran;1988-10-24;20;DELANTERO;58;2.02;96.57
35737662;Jessamine Mclaughlin;2002-03-09;20;DELANTERO;38;1.76;98.13
26832669;Abigail Mccarty;2002-08-28;20;DELANTERO;9;2.01;90.85
41695497;Phelan Hendrix;2001-12-05;20;DELANTERO;4;1.77;89.63
39840447;Hedda Edwards;2003-09-25;20;DELANTERO;30;2.02;87.67
31579213;Kristen Leonard;1997-01-02;21;DELANTERO;64;1.77;93.65
32259396;Malik Gregory;1987-12-15;21;ARQUERO;21;2.02;75.6
39505529;Asher Fitzgerald;1997-12-28;21;ARQUERO;42;1.78;95.21
23911736;Tatiana Cook;1993-02-12;21;DEFENSOR;41;2.03;98.14
35844405;Hollee Hester;1998-09-22;21;DEFENSOR;38;1.77;81.72
29670685;Denton Foster;1991-07-20;21;DEFENSOR;31;2.02;94.48
26852573;Alyssa Buchanan;2003-06-30;21;DEFENSOR;41;1.76;91.88
35827882;Charles Gonzales;1984-08-31;21;MEDIOCAMPISTA;21;2.01;77.03
26625915;Madaline Villarreal;1993-04-09;21;MEDIOCAMPISTA;22;1.77;93.96
33384121;Palmer Farmer;1994-04-23;21;MEDIOCAMPISTA;45;2.02;80.25
27444773;Lillian Mckee;2001-04-14;21;MEDIOCAMPISTA;56;1.77;78.54
28666147;Charissa Steele;1985-09-25;21;MEDIOCAMPISTA;28;2.02;81.92
36804970;Reese Cote;1995-12-24;21;DELANTERO;62;1.78;83.9
30095729;Aiko Sweet;1987-02-07;21;DELANTERO;65;2.03;80.29
31021966;Austin Solomon;1996-08-27;21;DELANTERO;61;1.77;91.26
23765021;Hu Orr;1990-09-07;21;DELANTERO;1;2.02;77.56
39843223;Keiko Lopez;1999-01-12;21;DELANTERO;24;1.78;77.5
38369302;Uma Mccall;1992-03-23;21;DELANTERO;25;2.03;94.08
29984176;Patience Tran;1988-08-14;22;DELANTERO;49;1.78;95.45
30193319;Desiree Hopper;1999-09-12;22;ARQUERO;41;2.03;87.8
31342291;Hedy Farley;1997-10-31;22;ARQUERO;25;1.79;85.57
33575310;Juliet Frederick;1999-01-26;22;DEFENSOR;27;2.04;89.04
32637020;Rashad Dennis;1996-09-21;22;DEFENSOR;49;1.78;76.67
31839377;Amethyst Mccarty;2003-02-19;22;DEFENSOR;54;2.03;86.91
33713847;Desiree Hopper;1993-01-18;22;DEFENSOR;38;1.77;81.54
31927092;Hedy Farley;1989-10-12;22;MEDIOCAMPISTA;8;2.02;84.01
31596309;Juliet Frederick;1985-03-10;22;MEDIOCAMPISTA;23;1.78;75.49
25581746;Rashad Dennis;2002-09-24;22;MEDIOCAMPISTA;9;2.03;76.9
26698329;Amethyst Mccarty;1989-01-29;22;MEDIOCAMPISTA;19;1.78;98.78
25223280;Anika Ramirez;1998-05-08;22;MEDIOCAMPISTA;64;2.03;94.62
35575753;Herman Downs;2001-09-27;22;DELANTERO;18;1.79;88.25
24978456;Nathaniel Rose;1990-02-26;22;DELANTERO;3;2.04;96.36
37382205;Abigail Matthews;1991-06-30;22;DELANTERO;10;1.78;81.92
35636969;James Stanley;1989-07-25;22;DELANTERO;24;2.03;88.84
35052551;Griffith Weber;1992-11-13;22;DELANTERO;30;1.79;92.74
30226778;Carol Stout;2003-11-04;22;DELANTERO;44;2.04;93.13
25555448;Maggy Bender;1993-08-31;22;DELANTERO;1;1.79;76.49
39363311;Marsden Baker;2004-03-29;23;ARQUERO;2;2.04;82.83
32630869;Alexa Blankenship;1990-09-24;23;DEFENSOR;1;1.80;90.65
30481598;Timon Valdez;1988-07-05;23;DEFENSOR;62;2.05;80.84
33437565;Maggie Cervantes;1985-08-13;23;DEFENSOR;49;1.79;88.07
29126133;Carissa Clay;1989-10-14;23;DEFENSOR;55;2.04;92.21
35930111;Aidan Johnson;1993-12-22;23;DEFENSOR;15;1.78;93.79
31801829;Tate Roberts;1987-09-02;23;MEDIOCAMPISTA;66;2.03;92.28
29823010;Isaac Williamson;1987-06-27;23;MEDIOCAMPISTA;58;1.79;94.08
41641110;Lionel Jacobson;1999-06-05;23;MEDIOCAMPISTA;54;2.04;82.8
35699837;Delilah Baldwin;1995-02-16;23;MEDIOCAMPISTA;5;1.75;96.42
30576376;Prescott Best;1994-05-26;23;MEDIOCAMPISTA;44;2.00;77.12
28691276;Baker Gilliam;2001-10-24;23;DELANTERO;2;1.76;91.75
28573646;Zena Richardson;1987-11-23;23;DELANTERO;22;2.01;94.7
26706240;Clayton Goff;1989-07-03;23;DELANTERO;28;1.76;84.91
24380864;Orlando Tillman;1988-06-10;23;DELANTERO;4;2.01;92.93
26778280;Ciaran Sherman;2003-07-02;23;DELANTERO;55;1.77;86.93
24491272;Yasir Higgins;2000-04-10;23;DELANTERO;58;2.02;96.57
41448836;Minerva Rocha;1991-08-17;23;ARQUERO;38;1.76;98.13
23147858;Elaine Burns;1998-05-23;23;ARQUERO;9;2.01;90.85
25223109;Kitra Dyer;2001-04-25;24;DEFENSOR;4;1.77;89.63
27678801;Jakeem Webb;1986-03-28;24;DEFENSOR;30;2.02;87.67
36458985;Uriel Rowe;2004-04-04;24;DEFENSOR;64;1.77;93.65
38106064;Anastasia Randolph;1998-08-04;24;DEFENSOR;21;2.02;75.6
34252999;Lewis Harper;1999-01-02;24;DEFENSOR;42;1.78;95.21
26420362;Winifred Carlson;1999-04-19;24;MEDIOCAMPISTA;41;2.03;98.14
34978822;Kennan Stephenson;1997-08-20;24;MEDIOCAMPISTA;9;1.77;81.72
28459743;Philip Flores;1989-05-04;24;MEDIOCAMPISTA;31;2.02;94.48
29102763;Kylan Kidd;1999-11-27;24;MEDIOCAMPISTA;24;1.76;91.88
25350244;Walker Donovan;1991-01-05;24;MEDIOCAMPISTA;21;2.01;77.03
36089931;Maryam Yates;1994-04-24;24;DELANTERO;22;1.77;93.96
25283137;Felicia Hahn;1990-11-15;24;DELANTERO;45;2.02;80.25
26506919;Jamal Bond;1989-10-29;24;DELANTERO;56;1.77;78.54
23850789;Harrison Howell;1994-12-16;24;DELANTERO;28;2.02;81.92
39275000;Igor Pierce;1990-09-14;24;DELANTERO;62;1.78;83.9
24387300;Leslie Ball;2001-06-21;24;DELANTERO;8;2.03;80.29
27305362;Clio Spence;1986-04-19;24;DELANTERO;61;1.77;91.26
23230480;Palmer Fuller;2000-05-09;24;ARQUERO;1;2.02;77.56
28903173;Amity Walter;1994-09-07;24;ARQUERO;12;2.10;98.55
