national_id;nombre;fecha_nacimiento;id_equipo;posicion;ciudad_id;estatura;peso;
26836485;Hiroko Kent;1999-10-22;19;MEDIOCAMPISTA;3;2.04;96.36;
30459459;Lionel Pruitt;1995-11-01;19;MEDIOCAMPISTA;10;1.78;81.92;
26507621;Basil Craft;2002-04-23;19;MEDIOCAMPISTA;24;2.03;88.84;
34546227;Nerea Calhoun;2002-01-10;19;DELANTERO;30;1.79;92.74;
31987739;Irma Forbes;2002-02-03;19;DELANTERO;44;2.04;93.13;
25479496;Signe White;1991-02-17;19;DELANTERO;78;1.79;76.49;
24448397;Thaddeus Gillespie;2004-03-05;19;DELANTERO;2;2.04;82.83;
30442449;Moses Duncan;1994-10-20;19;DELANTERO;1;1.80;90.65;
39734250;Norman Blevins;1987-09-17;20;DELANTERO;62;2.05;80.84;
37080592;Vernon Mccoy;1997-09-07;20;DELANTERO;49;1.79;88.07;
27241944;Ethan Klein;1985-04-03;20;ARQUERO;55;2.04;92.21;
30447170;Thaddeus Alexander;1985-10-24;20;ARQUERO;15;1.78;93.79;
30481397;Signe Horn;2001-03-28;20;DEFENSOR;66;2.03;92.28;
36777120;Cooper Morris;1997-09-25;20;DEFENSOR;58;1.79;94.08;
24242477;Dillon Black;2001-05-30;20;DEFENSOR;54;2.04;82.8;
35236454;Indira Edwards;1994-11-08;20;DEFENSOR;77;1.75;96.42;
29334018;Perry Hester;1994-08-22;20;MEDIOCAMPISTA;44;2.00;77.12;
32445327;Rina Norman;1999-08-29;20;MEDIOCAMPISTA;2;1.76;91.75;
24192927;Kessie Hodge;1989-12-13;20;MEDIOCAMPISTA;22;2.01;94.7;
41001552;Jemima Monroe;2004-03-22;20;MEDIOCAMPISTA;28;1.76;84.91;
25389812;Inez Gibbs;1987-01-10;20;MEDIOCAMPISTA;75;2.01;92.93;
29435155;Kristen James;1985-10-15;20;DELANTERO;14;1.77;86.93;
39772037;Aretha Stephens;1988-10-24;20;DELANTERO;58;2.02;96.57;
41920525;Ciaran Spencer;2002-03-09;20;DELANTERO;38;1.76;98.13;
26713885;Blossom Fisher;2002-08-28;20;DELANTERO;9;2.01;90.85;
28357031;Emma Klein;2001-12-05;20;DELANTERO;4;1.77;89.63;
25125591;Mason Bennett;2003-09-25;20;DELANTERO;30;2.02;87.67;
24867417;Peter Beck;1997-01-02;21;DELANTERO;64;1.77;93.65;
28905687;Karyn Poole;1987-12-15;21;ARQUERO;21;2.02;75.6;
24696198;Seth Jackson;1997-12-28;21;ARQUERO;42;1.78;95.21;
31284958;Christopher Gross;1993-02-12;21;DEFENSOR;41;2.03;98.14;
36089931;Maryam Yates;1998-09-22;21;DEFENSOR;77;1.77;81.72;
25283137;Felicia Hahn;1991-07-20;21;DEFENSOR;31;2.02;94.48;
26506919;Jamal Bond;2003-06-30;21;DEFENSOR;78;1.76;91.88;
23850789;Harrison Howell;1984-08-31;21;MEDIOCAMPISTA;21;2.01;77.03;
39275000;Igor Pierce;1993-04-09;21;MEDIOCAMPISTA;22;1.77;93.96;
24387300;Leslie Ball;1994-04-23;21;MEDIOCAMPISTA;45;2.02;80.25;
27305362;Clio Spence;2001-04-14;21;MEDIOCAMPISTA;56;1.77;78.54;
24650623;Kamal Slater;1985-09-25;21;MEDIOCAMPISTA;28;2.02;81.92;
27076652;Walter Horne;1995-12-24;21;DELANTERO;62;1.78;83.9;
26625915;Madaline Villarreal;1987-02-07;21;DELANTERO;73;2.03;80.29;
33384121;Palmer Farmer;1996-08-27;21;DELANTERO;61;1.77;91.26;
27444773;Lillian Mckee;1990-09-07;21;DELANTERO;1;2.02;77.56;
28666147;Charissa Steele;1999-01-12;21;DELANTERO;76;1.78;77.5;
36804970;Reese Cote;1992-03-23;21;DELANTERO;25;2.03;94.08;
30095729;Aiko Sweet;1988-08-14;22;DELANTERO;49;1.78;95.45;
31021966;Austin Solomon;1999-09-12;22;ARQUERO;75;2.03;87.8;
23765021;Hu Orr;1997-10-31;22;ARQUERO;71;1.79;85.57;
39843223;Keiko Lopez;1999-01-26;22;DEFENSOR;27;2.04;89.04;
38369302;Uma Mccall;1996-09-21;22;DEFENSOR;49;1.78;76.67;
29984176;Patience Tran;2003-02-19;22;DEFENSOR;54;2.03;86.91;
36305933;Desiree Hopper;1993-01-18;22;DEFENSOR;38;1.77;81.54;
41539288;Hedy Farley;1989-10-12;22;MEDIOCAMPISTA;71;2.02;84.01;
31897530;Juliet Frederick;1985-03-10;22;MEDIOCAMPISTA;23;1.78;75.49;
25581746;Rashad Dennis;2002-09-24;22;MEDIOCAMPISTA;9;2.03;76.9;
26698329;Amethyst Mccarty;1989-01-29;22;MEDIOCAMPISTA;19;1.78;98.78;
39369816;Chastity Merritt;1998-05-08;22;MEDIOCAMPISTA;64;2.03;94.62;
25613006;Igor Mcdowell;2001-09-27;22;DELANTERO;18;1.79;88.25;
26659470;Barrett Webster;1990-02-26;22;DELANTERO;3;2.04;96.36;
24970185;Charles Sharp;1991-06-30;22;DELANTERO;10;1.78;81.92;
35115336;Zoe Spence;1989-07-25;22;DELANTERO;24;2.03;88.84;
36630196;Kennan Sheppard;1992-11-13;22;DELANTERO;30;1.79;92.74;
30316235;Akeem Dominguez;2003-11-04;22;DELANTERO;44;2.04;93.13;
32069910;Dai Barry;1993-08-31;22;DELANTERO;78;1.79;76.49;
28255514;Elliott Williams;2004-03-29;23;ARQUERO;2;2.04;82.83;
31908873;Chelsea Hardy;1990-09-24;23;DEFENSOR;1;1.80;90.65;
32331928;Lucius Meyer;1988-07-05;23;DEFENSOR;62;2.05;80.84;
27093687;Rowan Riley;1985-08-13;23;DEFENSOR;49;1.79;88.07;
40493799;Gil Cooke;1989-10-14;23;DEFENSOR;55;2.04;92.21;
29649739;Nasim Moody;1993-12-22;23;DEFENSOR;15;1.78;93.79;
32013274;Leonard Maldonado;1987-09-02;23;MEDIOCAMPISTA;66;2.03;92.28;
35223762;Irene Norton;1987-06-27;23;MEDIOCAMPISTA;58;1.79;94.08;
26058984;Caleb Garrison;1999-06-05;23;MEDIOCAMPISTA;54;2.04;82.8;
29925645;Jane Grant;1995-02-16;23;MEDIOCAMPISTA;77;1.75;96.42;
26916226;Oprah Le;1994-05-26;23;MEDIOCAMPISTA;44;2.00;77.12;
29830830;Brennan Lowe;2001-10-24;23;DELANTERO;2;1.76;91.75;
35715926;Upton Guthrie;1987-11-23;23;DELANTERO;22;2.01;94.7;
36315807;Alvin Velasquez;1989-07-03;23;DELANTERO;28;1.76;84.91;
29102953;Trevor O'donnell;1988-06-10;23;DELANTERO;75;2.01;92.93;
27061689;Linus Mccullough;2003-07-02;23;DELANTERO;14;1.77;86.93;
26388634;Marsden Zamora;2000-04-10;23;DELANTERO;58;2.02;96.57;
29876184;Magee Beard;1991-08-17;23;ARQUERO;38;1.76;98.13;
23921328;Nell Jenkins;1998-05-23;23;ARQUERO;9;2.01;90.85;
23257144;Briar Lancaster;2001-04-25;24;DEFENSOR;4;1.77;89.63;
33815953;Kim Barnett;1986-03-28;24;DEFENSOR;30;2.02;87.67;
38568618;Breanna Becker;2004-04-04;24;DEFENSOR;64;1.77;93.65;
41605203;Raja Gould;1998-08-04;24;DEFENSOR;21;2.02;75.6;
33096743;Barry Moss;1999-01-02;24;DEFENSOR;42;1.78;95.21;
31607629;Dieter Gutierrez;1999-04-19;24;MEDIOCAMPISTA;41;2.03;98.14;
24855641;Orli Bryan;1997-08-20;24;MEDIOCAMPISTA;77;1.77;81.72;
40587392;Charissa Schroeder;1989-05-04;24;MEDIOCAMPISTA;31;2.02;94.48;
23419299;Adara Morgan;1999-11-27;24;MEDIOCAMPISTA;78;1.76;91.88;
24821136;Vance Conley;1991-01-05;24;MEDIOCAMPISTA;21;2.01;77.03;
24654706;Harriet Lynn;1994-04-24;24;DELANTERO;22;1.77;93.96;
35635798;Elliott Tran;1990-11-15;24;DELANTERO;45;2.02;80.25;
35737662;Jessamine Mclaughlin;1989-10-29;24;DELANTERO;56;1.77;78.54;
26832669;Abigail Mccarty;1994-12-16;24;DELANTERO;28;2.02;81.92;
41695497;Phelan Hendrix;1990-09-14;24;DELANTERO;62;1.78;83.9;
39840447;Hedda Edwards;2001-06-21;24;DELANTERO;73;2.03;80.29;
31579213;Kristen Leonard;1986-04-19;24;DELANTERO;61;1.77;91.26;
32259396;Malik Gregory;2000-05-09;24;ARQUERO;1;2.02;77.56;
39505529;Asher Fitzgerald;1994-09-07;24;ARQUERO;12;2.10;98.55;
